d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_thresh1_imv_surv,d_thresh1_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival_ageHR
30012.84788,30332.28298,4187.082201,30180.83179,0.159077855,0.363607657,0.539770987,0.89290295,0.922824204,2.261732097,-0.416060464,-0.258280646,-0.014945875,-0.051152533,1.70413054,-0.436496145,-0.129290947,0.001473417,0.09721867,-0.246355735,2.113713686,-0.333490029,-0.014702846,-0.02014784,0.093979401,-0.199428854,0.005651064,0.190678279,0.341189801,0.420438185,0.630022241,4724.45314,3973.269282,3220.699389,4414.100148,3409.209469,3349.003376,2074.847003,1626.752801,2137.274379,3969.644604,1542.770041,2096.58014,2137.685358,2371.782133,939.079381,19833.11526,5998.157972,13085.06321,14499.90826,2534.312015,0.30600602,0.211375708,0.302109585,0.223705147,1.554370851,0.471595231,14.5490441,0.683867243
29970.60961,24013.14967,2164.84211,24159.78716,0.275604038,0.356431823,0.739519608,0.588027722,0.590863209,2.260577452,-0.312264984,-0.278388728,-0.034447316,-0.103599901,1.478398733,-0.407359445,0.0630387,-0.015694181,0.065380237,-0.126425905,2.251663532,-0.583474607,-0.08140827,-0.129641213,0.120635731,-0.302451985,0.005337755,0.134097903,0.228617949,0.305189242,0.528985935,6505.315519,5022.014968,3748.714385,3919.816296,3948.302125,4196.769073,2959.319414,3270.556916,1970.343568,2338.170873,3933.714013,1626.797263,1512.212056,1908.707448,985.2835063,23427.80767,18438.05962,8642.530682,3832.458633,1693.795926,0.234208573,0.067885914,0.365694358,0.206824212,1.34974224,0.401904221,15.76597772,1.523601004
30006.16673,26277.52963,2844.695626,26284.51625,0.083464253,0.312929437,0.707301068,0.794689082,0.865444763,2.37840514,-0.444714127,-0.271752252,-0.076367192,-0.250295985,1.749206089,-0.488752246,-0.236170185,0.112455629,0.008779653,-0.167074107,2.0693768,-0.344191087,-0.007264532,-0.083877486,0.093168486,-0.224110249,0.01699696,0.078860917,0.217225571,0.352055605,0.589028093,9107.006242,4316.659484,3152.515043,4739.514296,3509.199811,4022.034908,2262.995132,1458.30135,3451.454236,3971.479952,2437.758776,2640.996936,3038.830199,1740.8609,1210.61252,15774.48671,10812.43267,1666.787644,6542.256316,6531.475475,0.106119564,0.280001243,0.261294653,0.230891234,1.933751956,0.457358591,12.79039008,2.008299342
29987.66192,31877.25082,2565.974816,31838.10847,0.228182664,0.211182131,0.897784616,0.579387827,0.642497061,2.457245149,-0.537532366,-0.233894606,-0.064128546,-0.023427452,1.721547799,-0.487082605,-0.150989265,-0.017635435,0.084845506,-0.258711399,2.369104781,-0.422456088,-0.01021748,-0.138895531,0.065871872,-0.236940761,0.050594504,0.161716304,0.200532052,0.437646122,0.672878612,7608.085222,4301.987082,4786.900272,4141.155869,3184.276293,4609.496395,2270.919326,2221.185416,1772.774195,2791.954241,3473.55445,1855.538171,2000.09109,2450.870294,1204.358282,26994.75114,14162.98795,4756.916039,2781.387202,9244.614377,0.20528717,0.215526036,0.151552433,0.17424555,1.659778067,0.423419871,16.42712568,1.000565474
30016.28371,19019.88196,3369.830535,19062.49156,0.144339326,0.351831015,0.721133869,0.947293725,0.814197209,2.314400809,-0.45347487,-0.344831809,-0.092403325,-0.035805893,1.949033684,-0.305320626,-0.025433358,-0.092022623,0.094113754,-0.237335378,2.227250222,-0.42090766,-0.028754036,-0.070663894,0.137128551,-0.213234963,0.013788278,0.229543702,0.22618381,0.447689532,0.601567138,5453.630138,3754.171059,4481.364097,3275.391427,4678.556474,4445.771965,2146.923974,1355.572781,2407.441067,3235.983761,2973.885939,1515.750528,1605.878231,1481.904482,1504.578595,32728.75681,4516.473628,10185.81022,6763.209689,8688.381203,0.141836887,0.156412113,0.15593857,0.150512644,1.731121843,0.47771308,16.64407999,0.861024603
30064.75813,31527.31434,5393.537954,31471.41066,0.104983913,0.361623815,0.900945957,0.688168266,0.881973612,2.419522687,-0.516311371,-0.286632287,-0.048299207,-0.023532693,1.768578276,-0.504709978,-0.118945806,-0.107611936,0.064762833,-0.022612049,2.105453135,-0.395730522,-0.080343315,-0.060943879,-0.039307454,-0.165519384,0.012685629,0.142519187,0.221352378,0.34518859,0.653493051,6338.139351,5920.776558,3772.47312,4079.23227,5058.035693,3678.116035,3583.22434,3892.162631,2080.130764,1983.929259,2160.802453,1315.823566,1475.974275,1993.376909,1427.781411,35348.22442,18966.43807,7793.829102,2272.389378,6461.279929,0.134878729,0.176656733,0.388368713,0.287070955,1.819568993,0.443775457,16.53435877,1.293346934
30007.98533,36849.46178,4816.576326,36778.51967,0.21368643,0.245179091,0.69619579,0.682239569,0.57242164,2.237445311,-0.410995906,-0.117634214,-0.044238107,-0.112112706,1.745644228,-0.372543754,-0.199876223,0.13403199700000001,-0.043042273,-0.068169542,2.240647395,-0.441556262,-0.117874881,-0.030316054,0.120164826,-0.396165206,0.049222948,0.146767688,0.276935203,0.336363884,0.577567367,6011.293046,4004.294161,5283.984156,4357.483824,2759.176517,5195.082561,3094.931253,3646.479341,2901.010741,2790.60429,2453.047059,1831.29695,1510.184574,1576.832273,1347.675834,39211.05132,6208.270092,12683.17634,2601.377242,7011.976074,0.224930687,0.207151429,0.194799423,0.291915607,1.482123813,0.422129233,21.70488804,1.923865218
29974.73363,37106.83168,2414.545899,37167.05006,0.204301988,0.546549095,0.928862207,0.673843992,0.907155873,2.585617046,-0.442813522,-0.208138847,-0.030799935,-0.113599998,1.757807906,-0.464880746,-0.089120581,-0.106340183,0.052071317,-0.051063789,2.02041131,-0.46747118,-0.135432144,-0.085718112,0.020233984,-0.278325189,0.064417584,0.16119367,0.311869284,0.448254992,0.596477906,6109.739236,5189.099683,3964.389115,2910.587549,2649.255252,3217.532041,3127.358108,2103.126551,1883.886071,3584.702192,2267.365771,1438.275401,1603.71313,1371.046743,2061.692724,24556.02924,7645.953421,11028.52748,9558.267485,4374.760782,0.239347518,0.051040706,0.294198212,0.088093151,1.511723272,0.428336999,16.66172208,1.161726621
29958.96464,40371.11471,3433.073663,40356.06724,0.25537906,0.287794273,0.749855352,0.735283899,0.699765909,2.192339111,-0.324263286,-0.225553995,-0.127908854,-0.073925317,1.866940565,-0.554312853,-0.117135203,-0.013890945,-0.061231954,-0.149786978,2.458309505,-0.355302413,-0.143500083,-0.071245859,0.023909845,-0.049729677,0.011192521,0.137476185,0.216428906,0.344683167,0.639839262,4872.192863,4688.115924,3289.363582,5078.730733,3868.687811,3644.269308,1369.844312,2220.624134,1918.081364,1958.463538,2704.553079,1759.558395,2493.614611,1023.61885,2025.333537,25517.97672,13864.58021,1993.610435,7670.317866,8493.377644,0.147039548,0.133821587,0.428277061,0.280350475,1.705231625,0.418552582,19.09257667,0.990525083
30039.89594,28867.02268,5621.398921,28953.07624,0.159179084,0.234572422,0.867951548,0.636758677,0.820292977,2.288095875,-0.482080438,-0.215980989,-0.024964105,-0.10430031,1.692781552,-0.379732353,-0.150131656,-0.062365493,0.092790794,-0.247579475,2.091030837,-0.314322434,-0.101284483,-0.019477971,0.136275205,-0.39455229000000003,0.019775848,0.146435811,0.219490601,0.369628737,0.546128795,5908.892238,4454.918956,3546.947773,2692.689033,3117.265994,3638.978335,3240.60667,2040.198395,3111.331425,2655.312865,1861.841048,816.650833,2485.354761,1326.028176,1277.807913,32893.8433,6831.613587,6975.954578,5321.069713,8100.0987,0.114785875,0.176742254,0.316944277,0.192300126,1.981915521,0.478086703,14.81070609,1.663060911
30002.30285,42228.53668,3357.129572,42088.07067,0.182090528,0.4118446,0.637522275,0.827848999,0.554733435,2.163209171,-0.465504258,-0.205890958,-0.069109533,-0.061419268,2.000325635,-0.388190987,-0.122025114,-0.005511645,0.069748615,-0.126261729,1.899690255,-0.349106811,-0.151513967,0.036713601,0.098997523,-0.244212689,0.008094264,0.153660429,0.174530737,0.367351765,0.617164176,4197.462058,4944.924595,4132.058648,2651.324554,3923.335005,5263.963919,2620.65771,2325.931284,2830.22716,4170.668591,3205.968217,1720.428767,1957.796675,2782.184057,1982.517812,28558.8181,11052.13922,5931.478944,5426.017636,6997.985266,0.15439195,0.281126253,0.231066293,0.410326162,1.424195622,0.500464979,24.83133926,1.782188931
30000.61703,30834.60122,3373.82324,30764.76477,0.205066042,0.321423768,0.753056115,0.740494783,0.80520721,2.342567884,-0.576637527,-0.388250013,-0.055977799,-0.075096133,2.063085038,-0.522484721,-0.23044033,0.098699538,0.016250976,-0.083615196,2.228107203,-0.387256203,-0.161037069,-0.156995241,0.008123618,-0.345698198,0.03706257,0.16156643,0.124958652,0.337375074,0.548602437,7824.853168,4108.417706,3838.478073,4078.018859,3399.240832,4192.836977,3506.658146,3773.943061,1924.462249,2231.449063,2297.3602,2596.149095,2477.658729,1856.316048,1307.31216,34077.61404,9847.03442,9384.031075,9268.61149,3124.69994,0.076587157,0.266074585,0.082454282,0.290522245,1.703280922,0.480832473,13.16491213,1.908096317
29960.31437,25352.20067,5002.215743,25380.81725,0.181348749,0.289053012,0.668289691,0.914333709,0.844649934,2.356461238,-0.583022437,-0.26543448,-0.098915958,-0.022868226,2.00246382,-0.48282144,-0.113945381,-0.091068188,0.113923395,-0.003097021,1.893461486,-0.344777254,-0.091821425,0.082530187,0.139596389,-0.211280893,0.009822028,0.081254878,0.17876683300000001,0.406416401,0.613433184,4653.196907,4974.16666,3107.788861,2441.514206,4090.88356,4717.404221,2795.537749,2318.908036,3099.639781,2930.275225,2554.251835,1527.482257,1801.360033,2127.50809,807.2283418,26350.40678,9321.468518,9109.521114,13914.95929,3164.030149,0.150615466,0.297132586,0.182258864,0.278607263,1.532291901,0.465913601,10.06788459,2.209698898
30023.65876,30768.97411,3312.288071,30768.61653,0.209624688,0.284375598,0.918628507,0.675816566,0.649443032,2.343723925,-0.383571103,-0.386723405,-0.040459659,0.003369091,1.731621047,-0.41831862,-0.138969849,-0.100835056,0.095286326,-0.036774973,2.40839058,-0.483431191,-0.075673105,-0.101010657,0.030694443,-0.187677213,0.016784207,0.107353852,0.207508142,0.380446109,0.640874491,7490.857356,4628.645937,4619.346414,3442.788497,5541.267917,5051.039329,2817.813371,3142.616998,1895.77031,2865.910014,2694.545453,2406.045979,1823.567813,1906.971972,1471.447269,30494.82404,12879.34991,10481.90434,5559.244685,6571.166193,0.108910962,0.295784232,0.138472566,0.243769709,1.502371565,0.490532707,16.08853455,1.09248998
29974.92783,35550.55864,2922.212161,35534.14235,0.214034361,0.227457894,0.778279274,0.721832967,0.85932791,2.223781684,-0.576672209,-0.356469579,-0.04880417,-0.033691299,1.930819385,-0.611404095,-0.040280682,-0.040688529,0.058237842,-0.158362198,2.214688453,-0.463184317,-0.077871184,-0.050652772,0.236418854,-0.246818536,0.015479973,0.183020629,0.171234237,0.34915728,0.6133199,6825.068676,4962.948087,4356.076986,3731.060422,3566.60865,3372.21171,2912.207175,1634.044973,3056.86588,1738.07996,2050.122798,3073.081982,1957.361856,1468.963344,2257.063758,32300.03107,18998.45115,10090.16223,5989.131964,13754.52249,0.139291229,0.267050365,0.427161793,0.437947098,1.596132414,0.500967718,17.60535787,1.328506408
30038.66301,25589.34999,3652.998208,25547.70708,0.160155302,0.379476294,0.813668529,0.501781297,0.585613738,2.36756661,-0.43698345,-0.3495513,-0.113633507,-0.020922528,1.792493394,-0.273645644,-0.062931679,-0.126371688,0.009432913,-0.020922835,2.065787523,-0.471795271,-0.127058557,-0.015019252,0.111084633,-0.247441861,0.025778299,0.125630337,0.271624571,0.40750378,0.642070806,7563.683565,3409.790073,4781.239466,4562.047682,3977.465929,3790.172246,3232.966676,4426.696131,2355.060756,3429.833779,1933.901348,2137.013799,2381.045143,1204.338995,1469.170308,35896.46582,14723.68979,7585.627825,4931.76385,4445.431173,0.263961788,0.10543616,0.059042138,0.139968164,1.696010097,0.491990164,20.66199128,1.019533397
30016.7633,27407.77343,3523.122414,27472.33638,0.216731135,0.328223853,0.556791977,0.836224238,0.765907339,2.207121295,-0.448637086,-0.283007744,-0.046911287,0.007175909,1.658208481,-0.427210337,-0.17398393,-0.109825467,0.038860327,-0.145161388,2.146467217,-0.388443098,-0.052050331,0.080798815,0.089116689,-0.240588328,0.046075187,0.090527624,0.218347954,0.382187296,0.679238339,7531.278917,4758.775543,4676.970962,3749.898884,4922.156545,4397.699392,4275.29762,2495.293437,2484.509637,2936.833014,2811.052166,1594.264956,1169.631947,1077.480902,2208.081728,30225.90367,16235.69998,5762.957515,6833.844102,3644.168316,0.36501153,0.318331991,0.13746021,0.252490369,2.012887746,0.453695755,18.76706966,1.593522387
30049.35101,23049.27427,3655.961581,22990.10306,0.179911077,0.375888628,0.649805412,0.837621407,0.659897557,2.479435045,-0.446309675,-0.252007306,-0.100691216,-0.166537246,1.637214633,-0.333484493,-0.153467033,0.138332441,0.091489561,-0.198107886,1.96750756,-0.459794885,0.08214798,-0.136356557,0.173056464,-0.278908253,0.037362961,0.236825592,0.320225403,0.377646629,0.615654759,7077.393863,3392.106155,2854.320001,3607.784237,4669.553442,3731.828748,2291.303339,2869.917432,2578.955295,1496.572037,2909.498983,3117.350481,1782.781936,1230.860011,1168.67845,31706.69819,20887.41259,1095.50932,1896.02524,5015.04815,0.034254604,0.18187991,0.255373746,0.353465781,1.519242727,0.518855483,22.42243117,1.650290084
29991.73346,27426.15582,4096.362389,27399.2095,0.283698685,0.142098183,0.766123483,0.845501189,0.929432222,2.428070233,-0.508896376,-0.291464906,0.021449387,-0.107175147,1.863265619,-0.427734305,-0.200070895,-0.109237998,0.081290088,-0.158620111,2.141188238,-0.351613727,-0.010929783,-0.023751654,0.046801773,-0.16721175,0.007268607,0.132276954,0.334245661,0.351447072,0.594615347,4894.704735,5934.683786,4798.116673,3458.657266,3896.340765,5313.88037,2666.581108,3334.893093,2255.371185,2943.690377,1880.09639,1356.308771,2001.465408,717.3936111,797.2831014,33961.26373,22522.5129,9694.763546,10470.40176,8348.906444,0.247839411,0.246399314,0.206082057,0.210194111,2.339240182,0.39129297,18.68652315,1.519098558
30022.05627,29377.92925,2521.019255,29333.17089,0.190293168,0.082451337,0.879322622,0.811933003,0.82142396,2.361215213,-0.478646633,-0.161527645,-0.011359728,-0.126289469,1.587043508,-0.477385186,-0.163258401,0.063894994,0.02946771,-0.13309353300000001,2.010279906,-0.372290521,-0.252061747,0.032035543,0.121067654,-0.307272875,0.007322166,0.127694245,0.263444301,0.408722878,0.548290431,5792.673572,3917.90764,4171.833815,3354.820836,3115.668961,5053.720792,3616.909615,2587.406603,2697.501671,1566.713905,1922.752144,1616.364397,2270.41531,1304.962934,1320.340894,36716.09182,15474.87086,5906.521959,1796.149705,7635.225593,0.29278408,0.201642651,0.176598871,0.285385475,1.524555126,0.470973632,13.92660905,1.824231389
30027.64441,28184.95865,2652.993708,28125.32306,0.185384116,0.407293363,0.736683038,0.819021856,0.742083579,2.219171474,-0.474970989,-0.207330864,-0.044866644,0.00883884,1.338989907,-0.475143205,-0.157264668,-0.189708657,0.081063964,-0.155353303,2.165887113,-0.457546202,-0.036004016,0.077539495,-0.005705548,-0.349052688,0.038531526,0.103206861,0.261687132,0.340125913,0.587495542,8026.937206,3936.298929,2839.294797,3679.121916,4738.603757,4293.880668,3834.644613,2952.437615,3074.188213,2590.26693,2798.14194,2280.359063,1806.604681,2162.066044,3360.564582,29182.65117,9081.395206,5259.210841,4138.762615,2307.022425,0.091758523,0.169243824,0.235937313,0.166058524,1.841033131,0.508561576,20.79171999,1.635875715
29990.63603,25117.00821,2167.372979,24904.15498,0.18773953,0.277518049,0.642923307,0.770528142,0.710781811,2.255273277,-0.536718885,-0.404263493,-0.067084727,-0.051086108,1.668632236,-0.308264191,-0.150213393,0.082952584,0.070222581,-0.251360318,2.202655063,-0.382588685,-0.147180849,0.182270258,0.161771969,-0.157320013,0.016287822,0.183706801,0.321360771,0.407850695,0.583667148,9690.371525,3382.201354,3132.881234,4742.0654270000005,3351.40956,4557.013321,3533.846668,2476.593315,3378.563712,3398.203287,2507.07976,1970.617724,1930.014514,1677.690696,1426.157762,37167.61351,8699.422944,8122.008452,1957.822965,5525.040379,0.18193542,0.333383983,0.2597048,0.292399769,1.634078071,0.41520247,15.12731083,0.877409269
30010.71867,29661.14452,2992.266165,29534.54879,0.241757014,0.455315921,0.678156022,0.60818791,0.759503177,2.523183523,-0.519240013,-0.104546259,-0.128551513,-0.113017351,1.871220276,-0.537925009,-0.2292699,-0.057119162,-0.008222685,-0.05662873,2.235261939,-0.349982098,-0.045759164,0.089711222,0.083488736,-0.172806033,0.05582584,0.126432173,0.210876633,0.493243973,0.636386213,4406.207798,4404.055929,2641.784007,2972.99539,3728.453475,5043.655937,2231.782586,1803.392038,3295.832941,3024.167407,1974.7266,2758.020217,2170.070148,1696.987533,1282.359541,14735.41946,14872.84743,5354.077461,13593.58127,4777.415026,0.380698825,0.068596476,0.210579415,0.287363934,1.610916654,0.434087869,18.39746867,2.041185644
30015.21315,24538.14836,1686.800858,24514.53338,0.204506066,0.318650802,0.734610525,0.687205272,0.84331405,2.537917971,-0.412275227,-0.216578433,-0.044619432,-0.112990093,1.734223374,-0.529315573,-0.258514952,-0.173242688,0.089912255,-0.203994083,1.65482955,-0.389557485,-0.11209875,-0.122258168,0.088246241,-0.314394174,0.0261112,0.114722162,0.246600713,0.34980149,0.659210605,7256.796094,4621.584023,3855.791163,3298.937136,4626.263792,3447.077175,4140.351508,1665.546471,2622.221825,1515.331532,1425.497255,1475.682564,2068.868596,1138.784651,1951.182782,21269.32194,10022.00587,4404.661191,4519.061628,7124.680657,0.227209888,0.060619474,0.117387204,0.134690366,1.389169041,0.41268595,16.36993057,0.982288689
30053.43416,28413.5794,4300.625941,28403.0731,0.221971964,0.393419311,0.898580619,0.816877012,0.790675818,2.448179174,-0.325880455,-0.339214914,-0.026103029,0.118570636,1.791737584,-0.453607586,-0.150606814,-0.116106541,-0.009588874,-0.124820516,2.009471058,-0.406416471,-0.10865271,0.054831088,0.11985316,-0.211528089,0.028162773,0.201658043,0.234487641,0.345661188,0.704216934,6621.667308,5234.901842,3305.753899,4543.041427,3790.096616,5619.186835,3470.129618,3852.336381,2617.530635,692.5988893,1949.831399,1637.552367,1564.689167,1981.381319,1716.692874,28005.49509,7129.202837,6828.998913,2111.92044,6533.56475,0.165686965,0.127780052,0.191212469,0.317733688,1.455332173,0.441915232,16.83652161,1.501930207
29985.32363,32693.5091,2750.347228,32726.5669,0.221219614,0.231949402,0.831907749,0.511361633,0.778873693,2.112567244,-0.485047458,-0.21292873,-0.07005893,-0.040880362,2.037175532,-0.402389048,-0.078410961,-0.032645842,0.074630124,-0.208149617,2.070015784,-0.389087863,-0.118439667,0.062669044,0.117845077,-0.316575583,0.050874096,0.222343471,0.11390365,0.334260079,0.597914525,6666.202897,4179.483837,3491.723277,3793.927663,3951.022197,5424.598433,2751.546312,1835.494959,3273.966161,2292.271122,2931.202586,2498.134633,1225.01128,1647.885439,2809.909659,37788.44012,20366.60585,11994.72834,18868.27861,8187.975463,0.232483898,0.222111025,0.083748908,0.268602655,2.095631013,0.38877773,16.52020635,1.37595382
29994.6812,41953.08071,3887.495826,41938.1558,0.201720279,0.38192823,0.703622974,0.91818273,0.577067469,2.209505265,-0.404812561,-0.255406523,0.002310218,-0.11698349,1.900770233,-0.42797929,-0.147696506,0.02171207,0.05762849,-0.170529289,1.834652612,-0.47529864,-0.071022609,-0.054846292,0.12785757,-0.370869378,0.037811232,0.123893805,0.282176349,0.327733784,0.624721773,8056.167822,4945.459669,3148.394249,3184.135469,5436.896009,3621.273993,3134.31152,1320.688395,1489.096699,2893.087849,2041.903674,1909.595,1908.191856,1553.197818,2519.497471,32682.46146,10238.68136,4349.739467,5361.596211,6342.999502,0.247080671,0.302656914,0.260776882,0.266593294,1.805607926,0.506528517,18.71406328,1.338360959
30043.50087,35147.53394,3736.916562,35091.51879,0.215356861,0.135320493,0.818466061,0.701909212,0.746738909,2.16398387,-0.371307854,-0.239578859,-0.035518809,-0.118306237,1.666079447,-0.519771726,-0.189410465,-0.098324488,0.061643677,-0.122205012,2.09415367,-0.320157796,-0.075681361,0.086805706,0.027962749,-0.259251574,0.013384855,0.096600151,0.201505078,0.37510713,0.576025532,4563.073663,4452.862015,2874.312079,4172.96671,3905.60793,4433.874898,1800.2982260000001,2444.941479,2299.756653,2917.58238,2498.448475,1351.665188,1386.678002,1701.750857,1358.398356,30284.81749,12228.95687,4892.75534,2752.066292,3054.73136,0.23094913,0.219472737,0.105531729,0.290421071,1.652693014,0.415984274,22.480942,1.187137057
30002.3849,27376.98615,1661.285002,27472.3815,0.068528993,0.338119671,0.752182022,0.714223861,0.733477761,2.357525615,-0.392856414,-0.227994729,-0.068939352,0.046802964,1.772891668,-0.333863734,-0.256505069,0.033499485,0.059845228,-0.19486233,1.923820388,-0.365412425,-0.037631869,0.059408985,0.183073985,-0.211413364,0.012980443,0.102659852,0.319500028,0.42071231,0.626423533,10360.93507,3501.544814,4020.945326,3588.86338,3436.982289,4886.742948,1488.753368,2343.7043,2296.695847,2142.78394,2339.210893,1664.149091,2496.304869,1996.061061,1147.745089,23864.97226,17002.17162,13969.82953,7792.532282,7838.962969,0.186527448,0.196625037,0.208568662,0.097525319,2.064073166,0.447001358,18.12287831,0.724278692
30028.53337,28215.91377,2858.723455,28304.83644,0.216733127,0.337601003,0.669375845,0.712325911,0.821540004,1.962363092,-0.471581191,-0.220255344,0.002985778,-0.046314814,1.244828492,-0.506564584,-0.316885092,-0.081433722,-0.009116228,0.015243879,2.010647126,-0.320708078,-0.155962911,-0.219304534,0.142984227,-0.372322035,0.021972211,0.109864385,0.311009721,0.380494854,0.649129893,3951.034801,5594.665102,4790.351479,3552.285881,4668.464463,4412.948928,2352.973227,1995.483487,3572.339695,2277.02387,2043.214923,1971.638193,1058.301628,1221.893558,1760.630637,32700.18751,11105.86531,7465.310464,16001.69127,4361.78197,0.404868177,0.187364767,0.208208553,0.32398785,1.694955205,0.504564441,8.364260901,1.312102101
30044.33612,38850.10027,3299.116714,38839.87194,0.16071515,0.314431092,0.889553536,0.577212903,0.778221872,2.386018871,-0.511975996,-0.214568751,-0.0647631,-0.160166556,1.639511345,-0.487225284,0.012545647,0.041104368,0.031381164,-0.305102549,2.048042859,-0.576870071,-0.194187165,0.071062423,0.099378268,-0.308540766,0.007527783,0.202902564,0.26982813,0.379798528,0.666663433,7740.251376,2917.077596,3729.577585,4106.463974,5026.1617,4770.386809,3217.807934,1894.777798,3129.239478,2840.904413,2115.407321,1654.898339,2012.674164,1446.272129,3390.615101,40020.16961,20620.91055,15863.98402,5935.62722,10679.73515,0.199626905,0.181393019,0.452754042,0.142769648,1.945473082,0.420799788,14.22213825,1.121517239
30008.84914,34754.31857,4095.735637,34779.20523,0.172789848,0.277839286,0.747004393,0.604998954,0.775283011,2.017370857,-0.307396619,-0.278623136,-0.115961667,-0.039008576,1.933761129,-0.412016893,-0.099771261,-0.093054482,0.025531777,-0.295578344,2.045126781,-0.459943317,-0.034030076,-0.079962095,0.092569697,-0.29399977,0.008011395,0.142586761,0.181838018,0.392160235,0.62657036,6829.956946,5267.272645,4610.763847,3627.189563,4100.642821,3407.894515,1946.792107,2274.331967,3688.910058,2798.516657,1691.919344,2441.017636,2394.586381,2127.499009,966.9797808,30721.43183,5767.074743,4450.497386,8101.367959,12514.43373,0.147473638,0.254641878,0.169323772,0.132177418,1.466422206,0.45010873,14.48936319,1.244919433
29995.476,34499.95048,3895.528024,34490.89208,0.132308909,0.38320884,0.870994266,0.779366159,0.825583427,2.28429763,-0.404153527,-0.315505948,-0.114783098,-0.155043234,1.655521759,-0.375793383,-0.189721607,-0.165990726,0.080433669,-0.082004028,2.143220997,-0.491216391,-0.001432785,-0.097982799,0.145086915,-0.266771025,0.016883854,0.097274642,0.35979665,0.443657204,0.572088923,6382.161912,4776.776304,4662.589769,3433.261688,3761.19945,3532.284211,2523.094981,4293.087887,1610.389217,1799.479246,2298.486934,1524.152605,1552.294072,1607.099116,1254.041419,31009.41129,15483.30387,5514.964672,10604.44597,10656.8858,0.314765937,0.135136413,0.173081457,0.098615448,1.770384775,0.463852064,14.41780829,1.228929742
30013.88448,40018.47745,3236.638511,39973.25808,0.217578362,0.257467821,0.787014598,0.683402411,0.782004204,2.218578241,-0.396394433,-0.368599776,-0.036211712,-0.065380916,1.763928307,-0.548202056,-0.071236211,0.05844159,-0.024519981,-0.141432362,2.162083646,-0.488572318,-0.080488719,-0.11228705,0.144940053,-0.505022315,0.033395499,0.156839464,0.363196805,0.394691837,0.649243715,6611.80615,4751.209305,3316.053989,4325.600889,3532.076251,3925.899106,3759.384235,1735.900399,2425.28993,2366.167581,2096.047498,1793.285957,1521.664035,2943.936641,1736.626914,30992.87537,5525.177592,7728.23986,7186.08453,4335.289639,0.365137608,0.103008981,0.18286337,0.086525244,1.583441843,0.469786075,15.85234104,2.228969107
29972.4041,34931.80816,3783.872151,34980.41848,0.153328222,0.39860819,0.710319187,0.709017558,0.810668728,2.383479975,-0.517831323,-0.019326209,-0.066660107,-0.042198062,1.977194677,-0.426155806,-0.123185883,-0.090914832,-0.033144992,-0.147062496,2.041982116,-0.49351068,-0.15591348,0.016461153,0.141431245,-0.259852138,0.062002293,0.129725192,0.251257027,0.476312316,0.627375663,9797.244454,5674.2112,4069.532147,3681.602631,3917.410217,5118.432808,2706.765076,2682.093426,1972.645914,2233.898196,1853.988826,1718.061497,1891.590823,1701.404519,1579.443493,23885.97134,11427.46111,4065.640256,21522.71681,2922.468035,0.203192234,0.114449349,0.244476605,0.085720485,1.734149215,0.441462531,15.69670595,1.915098294
30008.62377,29325.53263,2692.679407,29394.15903,0.262473634,0.249787719,0.658511649,0.883686588,0.683172199,2.055321866,-0.42163126,-0.257238937,-0.062687881,0.011425271,1.926295238,-0.401838089,-0.269805249,-0.060605136,-0.063758808,-0.05804366,2.128665584,-0.44123964,-0.034933432,-0.046212745,0.102078277,-0.174819362,0.028778113,0.186955955,0.269521407,0.342759017,0.606566364,6837.316008,3824.816388,5598.29006,3214.838487,4623.96484,4192.493458,3540.732866,2575.532801,1808.464329,1851.400237,1539.837778,1299.097842,2337.409005,2413.453351,2365.432341,25431.40263,18628.10377,6251.804982,6485.970628,3479.013371,0.319015231,0.199132823,0.283735632,0.414650273,1.472831739,0.443704975,16.36760105,0.93750204
